,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o
22,0,2,1,1,0,1,0,0,1,0,0,1,0,3,3,1,5,17,1,9,0.48
23,0,1,5,0,0,0,1,0,1,2,2,0,0,4,1,0,4,17,0,3,0.13
24,0,2,3,1,0,0,0,0,2,2,2,0,1,2,3,1,2,28,0,5,0.97
25,0,2,2,0,0,1,0,0,1,3,0,0,1,4,2,1,4,20,1,5,0.61
26,1,3,6,1,0,0,0,0,1,4,2,1,1,2,1,1,3,20,1,7,0.0
27,0,2,1,0,0,0,1,0,4,0,2,1,1,4,4,1,5,10,0,8,0.99
28,0,3,1,1,0,1,1,0,0,1,0,1,1,4,4,1,3,17,0,11,0.45
29,0,2,5,0,0,0,1,1,0,1,1,1,1,1,2,1,1,24,1,8,0.1
30,0,2,1,0,0,0,1,0,1,5,0,1,1,3,4,1,4,2,1,9,0.93
31,0,2,4,0,0,0,0,1,1,1,0,1,1,4,2,1,2,22,1,6,0.71
32,1,2,2,0,0,0,1,0,3,0,2,1,1,4,2,1,2,5,0,7,0.05
33,0,2,4,0,0,1,1,0,2,5,1,1,1,2,1,1,1,16,1,7,0.73
34,1,4,5,0,1,0,0,0,4,3,2,0,1,4,4,0,4,14,1,5,0.01
35,0,1,7,1,0,1,1,0,4,4,0,1,1,2,1,1,5,8,1,9,0.85
36,0,3,6,0,0,0,1,0,2,5,0,0,1,4,2,1,3,13,0,5,0.56
37,1,4,6,0,1,0,0,0,4,5,2,0,1,1,2,1,1,13,0,4,0.39
38,0,3,3,0,1,0,1,0,0,5,2,1,1,1,3,0,2,16,1,6,0.34
39,0,2,4,0,1,0,1,0,2,3,2,1,0,2,1,0,1,19,0,5,0.95
40,0,1,7,0,0,0,1,0,4,5,1,1,0,2,4,1,2,5,0,6,0.37
41,0,3,7,0,0,0,0,0,4,1,0,0,1,3,1,1,1,21,0,5,0.34
42,0,1,1,0,0,0,0,0,5,1,2,1,1,4,1,1,1,17,1,5,0.3
43,0,3,6,0,1,0,1,0,2,3,2,0,1,4,1,1,5,18,0,5,0.48
44,0,1,1,0,0,0,1,1,0,0,0,0,1,4,3,1,5,16,0,9,0.7
45,0,1,2,0,0,0,1,0,5,1,2,1,1,3,4,0,2,30,1,6,0.64
46,0,4,1,0,0,0,0,0,4,5,2,0,0,4,1,1,4,26,1,2,0.28
47,0,3,1,0,0,0,1,0,5,3,1,1,1,3,3,1,4,29,0,7,0.05
48,0,2,3,1,0,0,1,0,0,2,0,1,1,1,1,1,2,4,1,8,0.47
49,0,3,2,0,0,0,1,0,0,2,0,1,1,2,2,1,3,18,0,8,0.13
50,1,3,2,0,1,0,0,0,4,3,1,1,1,1,3,1,4,1,1,6,0.28
51,0,2,1,1,0,0,0,1,1,2,0,1,0,3,4,1,5,20,1,9,0.53
52,0,3,5,1,0,0,1,0,5,5,0,0,0,3,1,1,5,8,1,7,0.22
53,0,3,7,0,0,0,1,1,4,4,2,1,1,2,4,1,1,8,1,8,0.71
54,0,1,6,0,0,0,0,0,5,1,0,1,1,1,1,1,2,33,0,5,0.77
55,0,2,5,0,0,0,0,0,1,3,0,0,1,1,1,1,2,25,1,5,0.31
56,0,3,4,0,1,1,1,0,1,0,1,1,1,2,1,1,2,5,1,9,0.54
57,0,4,2,0,0,0,1,0,3,4,2,1,0,2,4,1,5,17,0,5,0.48
58,0,3,1,0,0,1,1,0,0,1,2,1,1,1,4,1,4,14,0,9,0.86
59,1,4,1,0,0,0,0,0,2,5,2,1,1,4,1,1,2,21,1,5,0.2
60,0,2,6,0,0,0,0,0,3,5,2,1,0,1,4,1,3,15,0,4,0.07
61,0,2,3,1,0,1,0,0,1,3,1,0,0,4,2,1,5,3,0,4,0.13
62,0,3,7,0,0,1,1,0,0,2,2,1,1,3,4,1,4,32,1,9,0.43
63,0,1,7,1,0,0,1,0,5,5,2,0,0,2,2,0,1,2,0,4,0.57
64,0,3,1,0,0,0,0,0,0,2,1,1,1,1,2,1,5,4,1,6,0.76
65,0,4,2,0,0,0,1,0,3,1,0,1,1,4,3,1,1,22,0,5,0.01
66,0,3,5,0,0,0,1,0,0,0,2,1,1,2,3,1,1,19,1,9,0.27
67,0,1,7,0,0,0,1,0,0,4,1,0,1,4,2,1,2,3,0,5,0.23
68,0,1,5,1,0,0,1,0,2,0,1,0,1,3,3,1,3,14,1,8,0.77
69,0,3,4,1,0,0,1,0,5,0,0,1,1,1,4,1,4,2,0,9,0.93
70,1,1,7,0,0,1,1,0,4,2,0,0,0,4,1,1,1,18,0,6,0.38
71,1,3,5,1,0,0,1,0,3,0,2,1,1,4,2,1,1,8,0,9,0.97
72,0,3,7,0,0,1,1,0,4,3,0,0,1,4,2,1,1,29,0,6,0.82
73,0,2,2,0,0,0,1,1,0,2,2,1,0,1,1,0,5,33,0,5,0.71
74,1,3,5,0,0,0,0,0,3,4,1,0,1,2,4,1,5,22,1,7,0.53
75,1,3,1,0,0,0,0,0,1,1,0,0,1,2,1,1,4,25,1,7,0.24
76,0,4,6,1,0,0,1,0,5,3,2,1,0,2,2,1,1,23,1,5,0.48
77,0,3,6,0,0,0,1,0,1,0,0,1,1,2,4,0,4,15,0,8,0.82
78,0,2,1,0,0,0,1,0,4,0,1,0,1,3,1,0,2,25,0,6,0.89
79,0,4,5,0,1,1,0,0,4,5,0,0,0,3,4,0,1,14,0,6,0.46
80,1,4,4,0,0,0,0,0,1,5,2,0,1,4,4,0,2,10,0,3,0.76
81,1,3,3,1,0,1,1,0,5,5,1,1,0,2,3,0,3,5,0,7,0.42
82,0,3,6,0,0,0,1,0,4,1,1,1,1,3,4,1,2,17,1,7,0.96
83,0,1,3,0,0,0,0,0,3,4,1,1,1,4,4,1,1,20,1,5,0.12
84,1,4,6,0,1,0,1,0,3,2,0,1,1,2,3,1,5,13,1,8,0.82
85,0,4,3,0,0,0,0,0,2,1,2,1,0,2,4,1,2,27,0,4,0.47
86,0,1,1,1,0,1,0,1,3,3,0,0,1,2,4,1,4,28,1,10,0.55
87,0,4,2,0,0,1,1,0,3,0,1,0,1,3,2,1,2,9,1,6,0.28
88,1,4,1,0,0,0,1,0,2,4,1,1,0,4,4,0,2,29,0,5,0.93
89,0,4,1,0,0,0,1,0,0,4,2,0,1,2,3,1,3,14,0,6,0.5
90,0,3,2,0,0,1,0,0,5,5,0,0,1,1,2,1,5,22,1,5,0.72
91,0,1,5,1,0,0,1,0,5,4,1,0,0,4,1,0,1,10,0,4,0.27
92,0,1,7,0,0,0,1,0,1,0,2,0,1,1,3,0,2,16,0,4,0.63
93,0,2,2,0,1,1,1,0,5,2,0,0,1,2,3,1,3,6,0,8,0.04
94,0,2,2,0,0,1,1,0,0,1,1,0,1,1,1,1,2,10,0,6,0.31
95,0,2,2,0,0,0,1,1,5,3,0,0,1,3,2,1,2,28,1,7,0.63
96,1,4,7,1,0,0,1,0,5,4,2,0,1,3,1,0,1,1,0,5,0.79
97,0,4,3,0,0,0,1,0,0,2,0,0,1,1,3,1,3,12,1,5,0.97
98,0,1,5,0,0,0,1,1,1,2,2,1,1,4,3,1,1,30,1,7,0.97
99,0,2,3,0,0,0,1,0,3,3,2,0,0,3,1,0,5,25,0,3,0.59
100,0,2,4,0,0,0,0,0,3,1,2,0,1,4,2,1,3,31,0,3,0.33
101,1,1,3,1,0,0,1,0,4,0,2,0,1,2,2,1,3,20,1,8,0.96
102,1,1,1,0,0,0,1,1,5,1,1,0,1,2,2,1,2,7,1,8,0.37
103,0,1,5,1,1,0,1,0,2,2,1,1,1,3,2,1,2,32,0,9,0.74
104,0,1,5,0,0,1,1,0,1,1,0,0,1,4,2,1,5,27,1,7,0.85
105,0,2,2,0,0,0,1,0,4,0,0,0,0,4,3,1,3,28,0,5,0.88
106,0,4,2,0,0,0,1,1,0,0,1,1,1,3,4,0,1,19,0,8,0.67
107,0,4,7,0,0,0,1,0,0,3,0,0,1,1,2,1,3,6,1,5,0.55
108,0,2,2,0,1,0,1,1,5,3,0,0,1,2,3,1,3,12,1,8,0.29
109,0,2,5,0,0,0,0,0,3,5,0,0,1,3,1,0,3,18,1,5,0.99
110,0,4,6,1,0,0,1,0,3,0,2,1,1,1,3,1,4,12,1,6,0.33
111,1,1,5,0,0,0,0,0,4,4,2,0,1,4,2,1,3,25,1,5,0.64
112,0,2,4,1,0,0,0,1,4,3,1,1,1,4,4,1,5,16,1,7,0.32
113,0,3,4,1,1,0,1,0,2,3,2,1,1,4,1,1,2,24,1,7,0.82
114,0,2,4,0,1,1,1,0,0,4,2,0,1,2,1,1,1,30,1,8,0.75
115,1,2,6,0,0,0,0,0,3,3,0,0,1,1,1,1,5,26,0,5,0.06
116,1,3,3,0,0,0,0,1,0,4,0,0,1,3,4,1,5,31,0,9,0.1
117,1,1,4,0,0,0,1,0,3,4,1,0,1,2,1,0,5,27,0,5,0.01
118,0,4,1,0,1,0,0,0,1,2,1,0,1,2,4,1,5,17,0,6,0.78
119,0,4,5,0,1,0,0,0,1,1,1,1,1,1,2,1,5,16,0,5,0.26
120,0,4,1,0,0,0,1,0,4,0,0,1,1,2,1,1,1,30,1,8,0.12
121,1,1,5,0,0,0,1,0,1,5,1,1,0,3,4,0,5,5,1,7,0.34
122,0,3,4,0,0,0,1,0,5,5,2,1,1,2,1,0,4,11,0,5,0.56
123,0,3,1,1,0,0,1,0,1,4,0,0,0,2,1,1,4,20,1,7,0.99
124,0,2,7,0,0,0,1,0,5,0,1,1,0,3,1,1,5,29,1,6,0.35
125,1,4,1,0,0,0,1,0,3,3,1,0,1,1,1,1,2,6,0,5,0.47
126,1,3,4,0,0,0,1,0,5,0,1,1,0,1,4,1,4,32,0,7,0.92
127,1,3,3,0,0,0,1,0,1,3,1,0,1,4,1,1,5,25,0,5,0.28
128,1,3,7,0,0,0,1,0,2,5,2,1,1,3,4,1,1,25,1,8,0.29
129,1,1,6,0,0,0,1,0,5,2,2,0,1,4,4,1,1,30,1,6,0.11
130,0,1,7,0,0,0,1,0,1,5,1,0,1,3,4,1,4,16,1,6,0.54
131,0,1,5,0,0,0,1,0,5,5,2,1,0,1,3,1,3,22,1,5,0.51
132,0,1,5,0,0,0,1,0,5,5,0,1,1,1,4,1,1,11,0,8,0.07
133,0,4,6,0,1,0,1,0,5,4,0,0,1,1,3,0,1,24,1,4,0.21
134,0,2,1,0,0,1,1,0,1,2,0,1,1,3,3,1,4,3,1,9,0.12
135,0,1,4,1,0,0,1,0,4,1,0,1,1,2,3,0,4,14,1,7,0.66
136,0,3,1,0,0,1,1,1,5,4,1,0,1,4,3,1,3,10,1,7,0.62
137,0,1,3,0,0,0,1,0,3,2,2,1,1,3,3,0,1,29,0,5,0.12
138,0,3,7,1,0,0,0,0,2,0,1,0,1,1,3,0,5,1,0,4,0.15
139,1,2,3,0,0,0,0,0,3,3,0,0,0,3,4,0,5,25,0,5,0.82
140,0,3,5,0,0,0,1,0,0,2,1,0,1,2,2,1,4,13,1,7,0.01
141,0,2,5,0,0,0,0,0,4,2,1,0,1,1,4,0,4,32,0,4,0.87
142,0,3,7,1,1,1,1,0,0,2,1,1,0,3,4,1,1,12,1,10,0.81
143,0,2,5,0,0,0,1,0,3,4,0,0,1,4,2,1,1,32,1,6,0.24
144,0,2,5,1,0,0,0,0,3,0,1,1,1,3,1,1,1,19,1,8,0.52
145,0,3,3,1,0,0,0,0,3,2,0,0,0,3,3,0,2,17,0,4,0.04
146,0,1,6,0,1,0,1,0,3,1,0,0,1,1,4,1,5,6,1,7,0.39
147,0,4,2,0,0,1,0,0,5,5,2,1,1,2,3,1,3,28,0,5,0.97
148,0,4,6,0,0,0,1,0,0,3,2,0,1,1,2,1,4,15,1,4,0.21
149,0,1,7,0,1,1,0,0,3,5,0,0,1,4,3,1,2,24,0,6,0.31
150,1,1,6,0,0,0,1,0,1,4,1,0,1,2,3,0,2,25,0,5,0.32
151,0,1,1,0,0,0,1,0,3,5,0,1,1,2,1,1,1,4,0,8,0.45
152,0,3,2,0,0,1,1,0,3,3,2,1,1,1,2,1,4,11,1,6,0.6
153,0,1,4,0,0,0,0,0,4,5,0,0,1,4,1,1,3,21,0,4,0.4
154,0,4,3,1,0,0,1,0,3,2,0,0,1,4,3,1,3,33,0,5,0.4
155,0,3,3,1,0,0,0,0,3,0,1,1,1,4,4,1,3,22,1,7,0.51
156,0,2,7,0,1,0,1,0,4,3,0,0,1,1,1,1,4,2,0,6,0.74
157,1,2,4,0,0,0,1,1,0,3,0,1,1,1,3,0,4,20,1,8,0.91
158,0,2,7,1,0,0,1,0,2,3,2,0,1,3,2,1,3,19,0,6,0.4
159,0,4,2,0,0,0,1,0,2,3,2,0,0,4,3,1,2,12,1,2,0.54
160,1,2,2,0,1,0,1,0,5,0,0,1,1,3,1,1,5,5,1,10,0.03
161,0,4,1,0,0,0,1,0,2,2,1,1,1,4,4,1,5,24,0,6,0.59
162,0,2,7,0,0,0,0,0,5,3,1,1,1,3,4,1,1,29,1,6,0.83
163,0,4,7,0,1,0,1,0,2,5,1,0,0,1,3,1,2,9,0,3,0.71
164,0,3,2,1,0,1,1,1,3,3,0,1,1,1,2,1,4,12,0,9,0.62
165,0,2,2,0,0,1,1,0,5,4,0,1,1,2,2,0,3,11,0,7,0.45
166,0,1,2,0,0,0,0,0,5,3,2,1,1,1,1,1,4,8,1,4,0.17
167,0,4,6,1,0,0,0,1,4,3,0,1,1,4,3,0,2,26,1,5,0.77
168,1,3,4,0,0,0,1,0,2,5,2,0,1,4,3,1,1,10,1,5,0.9
169,1,1,7,0,0,0,1,0,2,2,1,1,0,1,3,1,1,7,1,5,0.3
170,0,2,2,1,0,0,1,0,4,3,2,1,1,3,1,0,4,19,0,6,0.68
171,0,1,6,0,0,0,1,0,3,2,2,1,0,4,4,1,4,20,1,5,0.96
172,0,1,2,0,1,0,1,1,4,4,2,0,1,2,1,1,5,9,1,7,0.48
173,0,2,1,0,1,0,1,0,5,4,1,0,1,4,3,0,5,4,1,5,0.13
174,1,4,6,1,0,0,1,0,5,4,0,1,1,4,3,1,4,16,0,7,0.83
175,0,2,5,0,0,0,1,0,4,0,1,0,1,1,4,1,5,20,0,7,0.26
176,0,3,5,0,0,0,0,0,2,3,1,1,1,1,3,1,2,26,0,5,0.67
177,0,4,5,0,0,0,1,1,0,2,2,1,1,3,1,1,2,20,1,8,0.29
178,0,3,4,0,0,0,1,0,4,0,2,1,1,4,3,1,4,23,1,6,0.85
179,0,4,6,0,0,0,1,1,3,0,1,0,1,2,3,0,3,10,0,5,0.56
180,0,4,7,0,0,0,1,0,0,5,2,0,1,4,4,1,2,28,0,5,0.99
181,0,2,6,1,0,0,1,1,4,3,1,0,1,4,1,1,2,21,0,6,0.43
182,0,3,3,0,0,0,1,0,3,0,1,1,1,4,2,1,4,3,0,6,0.96
183,0,3,3,0,0,1,1,0,1,3,2,0,1,2,3,1,4,2,1,6,0.77
184,0,4,1,0,0,1,1,0,0,1,2,1,0,1,3,1,3,30,0,6,0.14
185,1,2,2,1,0,1,1,0,1,1,2,1,1,3,1,1,4,12,0,9,0.2
186,0,4,1,0,0,1,0,0,5,0,2,1,0,2,1,1,5,25,1,6,0.56
187,1,2,7,0,0,1,1,0,0,3,0,1,1,4,4,1,3,29,1,10,0.54
188,1,2,6,1,0,0,0,0,5,2,1,1,1,2,4,0,4,6,1,7,0.86
189,0,4,7,0,0,1,1,0,4,2,0,1,1,2,4,1,1,1,1,8,0.66
190,0,1,2,0,0,0,1,0,1,0,1,0,1,2,4,0,5,14,0,6,0.89
191,0,1,3,0,0,0,1,0,0,2,1,0,1,1,4,1,5,23,1,6,0.41
192,1,4,2,0,0,0,0,0,4,3,0,0,1,2,3,1,5,15,0,5,0.96
193,0,3,4,0,1,0,1,0,5,4,0,0,1,3,1,0,1,32,1,6,0.08
194,0,3,3,0,0,1,1,0,1,5,2,1,1,4,3,0,2,33,0,5,0.3
195,0,2,7,0,0,0,1,0,5,1,2,0,1,4,2,0,3,21,0,3,0.34
196,0,2,2,1,0,0,1,0,5,0,2,1,1,2,3,1,1,10,1,8,0.55
197,0,1,5,0,0,0,0,0,2,3,1,0,1,3,4,1,3,3,1,6,0.05
198,1,2,7,1,0,0,1,0,1,0,1,1,1,3,4,1,5,9,0,10,0.37
199,1,2,2,0,0,0,0,0,0,4,0,1,1,1,1,1,1,7,1,7,0.0
200,0,3,1,0,0,0,1,0,5,1,1,1,1,1,3,1,5,27,1,6,0.9
201,0,4,4,1,0,1,1,0,4,3,1,1,1,2,2,1,1,26,1,7,0.77
202,0,4,5,0,1,1,0,0,4,4,0,0,0,3,3,1,3,14,1,6,0.43
203,0,4,1,0,0,1,1,0,1,0,2,1,1,3,1,0,5,6,1,7,0.98
204,0,1,6,0,1,1,1,0,4,4,1,1,0,3,4,1,4,2,0,8,0.4
205,0,3,5,0,1,1,1,0,4,3,1,0,1,4,1,1,5,9,0,7,0.94
206,0,4,3,0,1,0,1,1,0,0,0,0,0,1,4,1,1,24,1,8,0.29
207,0,3,7,0,0,0,1,0,1,4,0,0,1,3,3,0,1,4,0,5,0.48
208,0,1,6,0,0,0,1,1,5,0,0,0,0,2,4,1,5,9,1,8,0.78
209,0,4,6,1,0,0,1,0,5,2,1,1,1,4,3,1,5,28,1,5,0.91
210,0,4,3,1,0,0,1,0,4,5,0,1,1,4,4,1,2,33,1,7,0.62
211,0,1,4,0,0,0,0,0,4,2,0,1,1,1,4,1,3,20,0,6,0.69
212,1,2,4,0,0,0,1,0,0,1,0,0,1,3,2,1,5,29,0,8,0.19
213,0,3,5,0,0,0,0,1,5,2,2,1,0,4,2,0,1,29,0,4,0.95
214,0,4,2,1,0,0,1,0,2,5,2,0,1,4,1,1,4,12,0,4,0.46
215,0,2,6,0,0,0,0,0,3,4,0,1,1,4,2,1,1,13,1,5,0.36
216,0,2,3,0,0,1,1,0,3,5,2,1,1,2,4,1,1,24,0,8,0.74
217,1,1,3,0,0,0,1,0,4,2,1,0,1,2,3,1,3,33,0,6,0.3
218,0,2,1,0,0,0,1,0,1,5,0,1,1,3,2,1,3,17,1,8,0.64
219,0,2,2,0,0,0,1,0,4,1,1,0,1,2,4,1,5,3,0,6,0.37
220,0,2,4,0,0,0,1,0,0,2,0,1,1,3,1,1,4,24,1,8,0.51
221,0,4,5,0,0,0,1,0,3,4,2,1,1,2,2,1,1,30,1,6,0.86
222,0,1,1,0,1,0,1,0,2,2,1,1,0,2,4,1,5,13,1,8,0.92
223,0,3,2,0,0,0,0,0,0,0,0,1,1,3,1,1,2,24,0,8,0.03
224,1,4,4,0,1,0,0,0,3,1,0,1,1,3,4,1,3,6,1,8,0.54
225,0,1,7,0,0,0,1,0,3,3,0,1,1,3,3,1,3,16,1,7,0.08
226,1,4,3,0,0,0,1,0,4,4,0,1,1,1,2,1,4,7,0,6,0.82
227,0,4,3,0,0,1,1,0,5,1,0,1,1,1,3,0,3,28,0,5,0.01
228,0,1,7,0,0,0,1,0,5,3,2,1,1,1,3,1,3,30,0,5,0.58
229,0,2,7,0,0,0,1,0,2,0,2,1,1,1,3,1,2,25,1,6,0.56
230,0,1,6,1,1,0,1,0,0,3,2,1,0,4,4,1,5,10,1,8,0.37
231,0,2,2,0,1,0,1,0,2,2,1,1,1,3,3,1,3,11,0,7,0.93
232,0,1,4,0,0,0,1,0,1,2,2,1,1,1,1,1,4,19,1,5,0.81
233,0,3,3,1,0,0,1,0,4,5,2,0,1,2,1,1,1,31,0,6,0.51
234,0,4,5,1,0,0,1,0,5,2,2,1,0,3,3,0,2,5,1,5,0.94
235,1,1,7,0,0,1,1,0,1,3,1,1,1,3,4,1,2,28,1,9,0.26
236,0,2,2,0,0,0,1,1,4,4,2,1,0,4,2,1,2,28,0,5,0.37
237,1,2,4,0,0,0,1,0,5,3,2,1,0,3,3,1,5,6,0,6,0.04
238,0,2,1,0,0,0,1,1,4,5,1,0,1,1,1,1,3,9,0,6,0.07
239,0,4,6,0,0,0,1,0,3,2,2,0,1,2,3,1,3,1,1,4,0.8
240,0,3,5,0,0,0,0,0,3,1,2,1,1,3,2,1,2,30,1,6,0.35
241,0,4,5,0,0,0,0,0,1,5,0,1,1,1,2,1,3,27,0,5,0.51
242,0,2,6,0,0,0,1,0,4,3,2,1,0,3,2,1,1,1,0,5,0.99
243,1,2,2,0,0,1,1,0,4,1,0,1,1,1,2,1,1,4,1,8,0.62
244,0,3,4,1,0,0,1,0,0,4,1,1,1,2,2,1,4,9,1,8,0.15
245,0,2,7,0,0,0,1,0,2,4,2,1,1,2,4,1,2,14,1,7,0.76
246,0,1,6,1,0,0,1,0,0,5,2,1,0,4,4,1,3,29,1,7,0.14
247,0,1,4,0,1,0,1,0,1,4,0,0,0,1,2,0,3,9,0,4,0.24
248,0,4,3,0,0,1,1,0,4,2,0,0,1,1,3,0,5,25,1,4,0.99
249,0,3,7,0,1,0,0,1,3,5,1,1,1,1,1,0,5,33,0,5,0.0
250,1,3,1,0,0,0,1,0,5,2,2,0,1,1,4,1,1,21,0,7,0.69
251,0,4,6,1,0,0,0,0,5,4,0,1,1,4,2,0,4,32,1,4,0.69
252,0,2,2,0,0,0,1,0,2,3,1,1,1,1,3,1,5,5,0,5,0.87
253,0,3,5,0,0,0,1,0,4,4,0,1,1,2,3,1,4,16,0,8,0.7
254,0,3,5,1,0,0,1,0,5,2,2,1,0,1,1,0,3,16,0,5,0.96
255,0,3,4,0,0,0,1,0,1,5,0,1,0,3,4,1,1,26,0,7,0.57
256,0,4,6,0,0,0,1,0,0,5,2,1,1,3,3,1,2,4,1,6,0.82
257,0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,1,4,31,1,8,0.49
258,0,1,5,0,0,0,0,0,1,2,2,1,1,1,4,0,1,25,1,5,0.8
259,0,4,1,0,1,0,1,0,0,2,1,1,0,2,1,1,2,10,0,7,0.39
260,1,4,7,0,0,0,1,0,3,3,2,1,1,1,1,1,4,27,0,5,0.11
261,0,3,2,1,1,0,1,0,1,1,1,0,1,4,3,1,3,14,1,6,0.34
262,0,1,1,0,0,0,1,0,2,5,1,0,1,4,1,1,5,11,1,5,0.0
263,0,4,3,1,0,0,1,0,2,1,1,0,0,2,4,1,3,7,1,5,0.66
264,0,3,2,1,0,0,1,0,1,1,1,1,1,3,2,1,5,1,0,7,0.55
265,0,2,3,1,1,0,1,0,1,2,2,0,1,4,3,1,3,27,1,6,0.03
266,0,1,1,1,0,0,0,1,3,0,0,1,1,4,1,1,4,6,0,9,0.16
267,0,1,2,0,0,0,1,0,5,4,1,1,0,4,4,1,3,23,0,5,0.25
268,1,1,4,0,1,0,1,0,4,2,1,1,1,2,2,1,3,29,1,8,0.43
269,0,3,4,0,0,1,1,0,1,4,0,0,1,2,3,1,3,8,1,7,0.88
270,0,3,4,1,1,0,1,0,0,1,1,0,1,3,4,1,5,7,0,9,0.57
271,0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,5,10,0,5,0.6
272,0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,2,3,0,6,0.62
273,0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,1,2,0,6,0.87
274,0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,5,0,7,0.98
275,0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,2,15,1,6,0.73
276,0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,11,0,7,0.93
277,0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,1,21,0,8,0.01
278,0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,2,15,1,7,0.48
279,0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,1,33,1,8,0.82
280,0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,5,14,1,6,0.76
281,0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,2,26,0,6,0.58
282,0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,2,11,1,6,0.5
283,0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,1,5,0.42
284,0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,16,0,6,0.63
285,0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,18,0,4,0.35
286,0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,29,0,5,0.45
287,0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,19,1,6,0.41
288,0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,4,9,0,5,0.31
289,0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,3,13,1,8,0.48
290,0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,3,22,0,6,0.22
291,1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,21,0,4,0.58
292,1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,4,30,0,6,0.81
293,1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,4,2,0,7,0.14
294,1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,1,32,1,5,0.54
295,0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,1,16,0,4,0.1
296,0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,5,1,7,0.66
297,1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,3,33,1,7,0.54
