,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o
181,0,2,6,1,0,0,1,1,4,3,1,0,1,4,1,1,2,21,0,6,0.343
182,0,3,3,0,0,0,1,0,3,0,1,1,1,4,2,1,4,3,0,6,0.996
183,0,3,3,0,0,1,1,0,1,3,2,0,1,2,3,1,4,2,1,6,0.77
184,0,4,1,0,0,1,1,0,0,1,2,1,0,1,3,1,3,30,0,6,0.14
185,1,2,2,1,0,1,1,0,1,1,2,1,1,3,1,1,4,12,0,9,0.2
186,0,4,1,0,0,1,0,0,5,0,2,1,0,2,1,1,5,25,1,6,0.56
187,1,2,7,0,0,1,1,0,0,3,0,1,1,4,4,1,3,29,1,10,0.554
188,1,2,6,1,0,0,0,0,5,2,1,1,1,2,4,0,4,6,1,7,0.186
189,0,4,7,0,0,1,1,0,4,2,0,1,1,2,4,1,1,1,1,8,0.366
190,0,1,2,0,0,0,1,0,1,0,1,0,1,2,4,0,5,14,0,6,0.289
191,0,1,3,0,0,0,1,0,0,2,1,0,1,1,4,1,5,23,1,6,0.341
192,1,4,2,0,0,0,0,0,4,3,0,0,1,2,3,1,5,15,0,5,0.596
193,0,3,4,0,1,0,1,0,5,4,0,0,1,3,1,0,1,32,1,6,0.108
194,0,3,3,0,0,1,1,0,1,5,2,1,1,4,3,0,2,33,0,5,0.63
195,0,2,7,0,0,0,1,0,5,1,2,0,1,4,2,0,3,21,0,3,0.634
196,0,2,2,1,0,0,1,0,5,0,2,1,1,2,3,1,1,10,1,8,0.655
197,0,1,5,0,0,0,0,0,2,3,1,0,1,3,4,1,3,3,1,6,0.05
198,1,2,7,1,0,0,1,0,1,0,1,1,1,3,4,1,5,9,0,10,0.237
199,1,2,2,0,0,0,0,0,0,4,0,1,1,1,1,1,1,7,1,7,0.8
200,0,3,1,0,0,0,1,0,5,1,1,1,1,1,3,1,5,27,1,6,0.99
201,0,4,4,1,0,1,1,0,4,3,1,1,1,2,2,1,1,26,1,7,0.377
202,0,4,5,0,1,1,0,0,4,4,0,0,0,3,3,1,3,14,1,6,0.743
203,0,4,1,0,0,1,1,0,1,0,2,1,1,3,1,0,5,6,1,7,0.598
204,0,1,6,0,1,1,1,0,4,4,1,1,0,3,4,1,4,2,0,8,0.44
205,0,3,5,0,1,1,1,0,4,3,1,0,1,4,1,1,5,9,0,7,0.194
206,0,4,3,0,1,0,1,1,0,0,0,0,0,1,4,1,1,24,1,8,0.929
207,0,3,7,0,0,0,1,0,1,4,0,0,1,3,3,0,1,4,0,5,0.248
208,0,1,6,0,0,0,1,1,5,0,0,0,0,2,4,1,5,9,1,8,0.78
209,0,4,6,1,0,0,1,0,5,2,1,1,1,4,3,1,5,28,1,5,0.91
210,0,4,3,1,0,0,1,0,4,5,0,1,1,4,4,1,2,33,1,7,0.962
211,0,1,4,0,0,0,0,0,4,2,0,1,1,1,4,1,3,20,0,6,0.569
212,1,2,4,0,0,0,1,0,0,1,0,0,1,3,2,1,5,29,0,8,0.219
213,0,3,5,0,0,0,0,1,5,2,2,1,0,4,2,0,1,29,0,4,0.895
214,0,4,2,1,0,0,1,0,2,5,2,0,1,4,1,1,4,12,0,4,0.646
215,0,2,6,0,0,0,0,0,3,4,0,1,1,4,2,1,1,13,1,5,0.736
216,0,2,3,0,0,1,1,0,3,5,2,1,1,2,4,1,1,24,0,8,0.174
217,1,1,3,0,0,0,1,0,4,2,1,0,1,2,3,1,3,33,0,6,0.83
218,0,2,1,0,0,0,1,0,1,5,0,1,1,3,2,1,3,17,1,8,0.564
219,0,2,2,0,0,0,1,0,4,1,1,0,1,2,4,1,5,3,0,6,0.737
220,0,2,4,0,0,0,1,0,0,2,0,1,1,3,1,1,4,24,1,8,0.151
221,0,4,5,0,0,0,1,0,3,4,2,1,1,2,2,1,1,30,1,6,0.686
222,0,1,1,0,1,0,1,0,2,2,1,1,0,2,4,1,5,13,1,8,0.292
223,0,3,2,0,0,0,0,0,0,0,0,1,1,3,1,1,2,24,0,8,0.303
224,1,4,4,0,1,0,0,0,3,1,0,1,1,3,4,1,3,6,1,8,0.854
225,0,1,7,0,0,0,1,0,3,3,0,1,1,3,3,1,3,16,1,7,0.408
226,1,4,3,0,0,0,1,0,4,4,0,1,1,1,2,1,4,7,0,6,0.882
227,0,4,3,0,0,1,1,0,5,1,0,1,1,1,3,0,3,28,0,5,0.301
228,0,1,7,0,0,0,1,0,5,3,2,1,1,1,3,1,3,30,0,5,0.658
229,0,2,7,0,0,0,1,0,2,0,2,1,1,1,3,1,2,25,1,6,0.656
230,0,1,6,1,1,0,1,0,0,3,2,1,0,4,4,1,5,10,1,8,0.37
231,0,2,2,0,1,0,1,0,2,2,1,1,1,3,3,1,3,11,0,7,0.293
232,0,1,4,0,0,0,1,0,1,2,2,1,1,1,1,1,4,19,1,5,0.281
233,0,3,3,1,0,0,1,0,4,5,2,0,1,2,1,1,1,31,0,6,0.651
234,0,4,5,1,0,0,1,0,5,2,2,1,0,3,3,0,2,5,1,5,0.994
235,1,1,7,0,0,1,1,0,1,3,1,1,1,3,4,1,2,28,1,9,0.26
236,0,2,2,0,0,0,1,1,4,4,2,1,0,4,2,1,2,28,0,5,0.237
237,1,2,4,0,0,0,1,0,5,3,2,1,0,3,3,1,5,6,0,6,0.604
238,0,2,1,0,0,0,1,1,4,5,1,0,1,1,1,1,3,9,0,6,0.107
239,0,4,6,0,0,0,1,0,3,2,2,0,1,2,3,1,3,1,1,4,0.98
240,0,3,5,0,0,0,0,0,3,1,2,1,1,3,2,1,2,30,1,6,0.535
241,0,4,5,0,0,0,0,0,1,5,0,1,1,1,2,1,3,27,0,5,0.551
242,0,2,6,0,0,0,1,0,4,3,2,1,0,3,2,1,1,1,0,5,0.999
243,1,2,2,0,0,1,1,0,4,1,0,1,1,1,2,1,1,4,1,8,0.562
244,0,3,4,1,0,0,1,0,0,4,1,1,1,2,2,1,4,9,1,8,0.415
245,0,2,7,0,0,0,1,0,2,4,2,1,1,2,4,1,2,14,1,7,0.76
246,0,1,6,1,0,0,1,0,0,5,2,1,0,4,4,1,3,29,1,7,0.514
247,0,1,4,0,1,0,1,0,1,4,0,0,0,1,2,0,3,9,0,4,0.824
248,0,4,3,0,0,1,1,0,4,2,0,0,1,1,3,0,5,25,1,4,0.599
249,0,3,7,0,1,0,0,1,3,5,1,1,1,1,1,0,5,33,0,5,0.6
250,1,3,1,0,0,0,1,0,5,2,2,0,1,1,4,1,1,21,0,7,0.669
251,0,4,6,1,0,0,0,0,5,4,0,1,1,4,2,0,4,32,1,4,0.369
252,0,2,2,0,0,0,1,0,2,3,1,1,1,1,3,1,5,5,0,5,0.687
253,0,3,5,0,0,0,1,0,4,4,0,1,1,2,3,1,4,16,0,8,0.87
254,0,3,5,1,0,0,1,0,5,2,2,1,0,1,1,0,3,16,0,5,0.796
255,0,3,4,0,0,0,1,0,1,5,0,1,0,3,4,1,1,26,0,7,0.57
256,0,4,6,0,0,0,1,0,0,5,2,1,1,3,3,1,2,4,1,6,0.82
257,0,1,2,0,0,1,1,0,0,0,1,1,0,2,3,1,4,31,1,8,0.449
258,0,1,5,0,0,0,0,0,1,2,2,1,1,1,4,0,1,25,1,5,0.18
259,0,4,1,0,1,0,1,0,0,2,1,1,0,2,1,1,2,10,0,7,0.839
260,1,4,7,0,0,0,1,0,3,3,2,1,1,1,1,1,4,27,0,5,0.211
261,0,3,2,1,1,0,1,0,1,1,1,0,1,4,3,1,3,14,1,6,0.934
262,0,1,1,0,0,0,1,0,2,5,1,0,1,4,1,1,5,11,1,5,0.9
263,0,4,3,1,0,0,1,0,2,1,1,0,0,2,4,1,3,7,1,5,0.66
264,0,3,2,1,0,0,1,0,1,1,1,1,1,3,2,1,5,1,0,7,0.455
265,0,2,3,1,1,0,1,0,1,2,2,0,1,4,3,1,3,27,1,6,0.703
266,0,1,1,1,0,0,0,1,3,0,0,1,1,4,1,1,4,6,0,9,0.316
267,0,1,2,0,0,0,1,0,5,4,1,1,0,4,4,1,3,23,0,5,0.925
268,1,1,4,0,1,0,1,0,4,2,1,1,1,2,2,1,3,29,1,8,0.643
269,0,3,4,0,0,1,1,0,1,4,0,0,1,2,3,1,3,8,1,7,0.588
270,0,3,4,1,1,0,1,0,0,1,1,0,1,3,4,1,5,7,0,9,0.557
271,0,2,3,0,0,0,1,0,4,3,2,0,1,3,3,1,5,10,0,5,0.76
272,0,3,2,0,0,0,1,0,3,4,2,1,1,2,1,1,2,3,0,6,0.362
273,0,3,5,0,0,0,1,0,5,5,0,0,1,4,4,0,1,2,0,6,0.487
274,0,4,5,0,0,0,0,1,4,4,1,1,1,2,4,1,4,5,0,7,0.898
275,0,1,5,0,1,0,0,0,3,3,0,1,1,4,3,0,2,15,1,6,0.673
276,0,2,5,1,0,0,1,0,2,2,1,1,1,4,4,0,3,11,0,7,0.493
277,0,1,5,0,0,1,1,0,1,3,0,0,1,4,4,1,1,21,0,8,0.301
278,0,3,7,1,0,0,0,0,0,0,2,1,1,4,3,1,2,15,1,7,0.48
279,0,3,4,0,0,0,1,0,5,5,0,1,1,3,4,1,1,33,1,8,0.182
280,0,3,1,0,0,0,1,0,2,3,1,0,1,3,2,1,5,14,1,6,0.476
281,0,1,5,0,0,0,1,0,5,4,2,0,1,4,4,1,2,26,0,6,0.958
282,0,1,7,0,0,0,1,1,3,4,1,0,1,2,3,1,2,11,1,6,0.25
283,0,4,4,0,1,0,0,0,3,3,2,1,1,2,2,1,5,14,1,5,0.342
284,0,3,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,16,0,6,0.763
285,0,3,6,0,1,0,0,0,4,1,0,0,1,4,3,0,4,18,0,4,0.935
286,0,1,4,0,0,0,1,0,5,4,0,1,1,4,2,0,3,29,0,5,0.45
287,0,1,1,0,0,0,1,0,3,1,2,0,1,3,2,1,3,19,1,6,0.941
288,0,1,6,1,0,0,0,0,3,3,1,1,1,3,1,0,4,9,0,5,0.731
289,0,3,5,0,1,0,1,1,4,1,0,0,1,4,1,1,3,13,1,8,0.48
290,0,1,3,1,0,0,0,0,5,4,2,1,1,1,4,1,3,22,0,6,0.922
291,1,4,3,0,0,0,1,0,5,5,1,0,1,4,1,1,2,21,0,4,0.758
292,1,3,2,0,1,0,1,0,3,4,1,0,1,4,2,1,4,30,0,6,0.481
293,1,1,5,0,0,0,1,0,5,0,1,0,0,2,2,1,4,2,0,7,0.414
294,1,4,7,0,1,1,1,0,3,5,2,0,1,1,2,0,1,32,1,5,0.754
295,0,2,1,0,0,0,1,0,4,5,1,0,0,1,2,1,1,16,0,4,0.11
296,0,1,2,0,0,0,1,1,4,0,1,1,0,4,4,1,4,5,1,7,0.566
297,1,4,7,1,1,1,1,0,4,4,1,0,1,4,1,1,3,33,1,7,0.954
